policy_id,title,sector,region,year,impact_score,goals,text_for_nlp
P1403,State Vocational Education Reform 39,Secondary,Karnataka,2023,0.774,"Train 2363 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1403 state vocational education reform 39 secondary karnataka train 2363 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1398,State Vocational Education Reform 61,Primary,West Bengal,2019,0.799,"Train 4129 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1398 state vocational education reform 61 primary west bengal train 4129 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1128,National Vocational Education Reform 12,Primary,Maharashtra,2020,0.671,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1128 national vocational education reform 12 primary maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1286,State Early Childhood Education Reform 6,Higher Education,Kerala,2017,0.312,Increase learning outcomes score by 27% within 3 years and reduce disparities between rural and urban areas.,p1286 state early childhood education reform 6 higher education kerala increase learning outcomes score by 27% within 3 years and reduce disparities between rural and urban areas.
P1412,District Higher Education Education Reform 76,Vocational,Maharashtra,2023,0.252,Increase digital access score by 21% within 1 years and reduce disparities between rural and urban areas.,p1412 district higher education education reform 76 vocational maharashtra increase digital access score by 21% within 1 years and reduce disparities between rural and urban areas.
P1108,District Secondary Education Reform 97,Vocational,Maharashtra,2019,0.395,Increase vocational skills score by 8% within 1 years and reduce disparities between rural and urban areas.,p1108 district secondary education reform 97 vocational maharashtra increase vocational skills score by 8% within 1 years and reduce disparities between rural and urban areas.
P1371,District Higher Education Education Reform 30,Early Childhood,Karnataka,2022,0.464,Increase digital access score by 33% within 2 years and reduce disparities between rural and urban areas.,p1371 district higher education education reform 30 early childhood karnataka increase digital access score by 33% within 2 years and reduce disparities between rural and urban areas.
P1326,State Primary Education Reform 27,Higher Education,Tamil Nadu,2017,0.568,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1326 state primary education reform 27 higher education tamil nadu introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1134,National Higher Education Education Reform 99,Primary,Punjab,2025,0.139,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1134 national higher education education reform 99 primary punjab introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1453,National Secondary Education Reform 61,Primary,Kerala,2022,0.552,Increase teacher quality score by 5% within 4 years and reduce disparities between rural and urban areas.,p1453 national secondary education reform 61 primary kerala increase teacher quality score by 5% within 4 years and reduce disparities between rural and urban areas.
P1045,State Secondary Education Reform 50,Vocational,Maharashtra,2018,0.12,"Train 4686 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1045 state secondary education reform 50 vocational maharashtra train 4686 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1461,National Primary Education Reform 66,Higher Education,Punjab,2021,0.82,Increase digital access score by 28% within 3 years and reduce disparities between rural and urban areas.,p1461 national primary education reform 66 higher education punjab increase digital access score by 28% within 3 years and reduce disparities between rural and urban areas.
P1066,District Vocational Education Reform 20,Secondary,Tamil Nadu,2024,0.702,Increase infrastructure score by 39% within 2 years and reduce disparities between rural and urban areas.,p1066 district vocational education reform 20 secondary tamil nadu increase infrastructure score by 39% within 2 years and reduce disparities between rural and urban areas.
P1284,State Vocational Education Reform 31,Primary,Rajasthan,2015,0.313,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1284 state vocational education reform 31 primary rajasthan introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1086,National Early Childhood Education Reform 81,Early Childhood,West Bengal,2017,0.27,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1086 national early childhood education reform 81 early childhood west bengal introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1243,National Early Childhood Education Reform 91,Vocational,Rajasthan,2024,0.912,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1243 national early childhood education reform 91 vocational rajasthan introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1187,National Primary Education Reform 1,Early Childhood,Punjab,2021,0.288,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1187 national primary education reform 1 early childhood punjab introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1384,National Primary Education Reform 52,Higher Education,Karnataka,2021,0.678,Increase teacher quality score by 36% within 1 years and reduce disparities between rural and urban areas.,p1384 national primary education reform 52 higher education karnataka increase teacher quality score by 36% within 1 years and reduce disparities between rural and urban areas.
P1160,District Vocational Education Reform 75,Primary,Karnataka,2023,0.529,Increase teacher quality score by 24% within 2 years and reduce disparities between rural and urban areas.,p1160 district vocational education reform 75 primary karnataka increase teacher quality score by 24% within 2 years and reduce disparities between rural and urban areas.
P1013,State Vocational Education Reform 17,Higher Education,Gujarat,2020,0.987,Increase learning outcomes score by 9% within 2 years and reduce disparities between rural and urban areas.,p1013 state vocational education reform 17 higher education gujarat increase learning outcomes score by 9% within 2 years and reduce disparities between rural and urban areas.
P1036,District Vocational Education Reform 35,Early Childhood,Rajasthan,2022,0.637,Increase learning outcomes score by 16% within 4 years and reduce disparities between rural and urban areas.,p1036 district vocational education reform 35 early childhood rajasthan increase learning outcomes score by 16% within 4 years and reduce disparities between rural and urban areas.
P1029,State Secondary Education Reform 12,Higher Education,Gujarat,2018,0.857,Increase infrastructure score by 22% within 5 years and reduce disparities between rural and urban areas.,p1029 state secondary education reform 12 higher education gujarat increase infrastructure score by 22% within 5 years and reduce disparities between rural and urban areas.
P1171,State Secondary Education Reform 15,Secondary,Karnataka,2017,0.261,Increase digital access score by 36% within 1 years and reduce disparities between rural and urban areas.,p1171 state secondary education reform 15 secondary karnataka increase digital access score by 36% within 1 years and reduce disparities between rural and urban areas.
P1143,District Vocational Education Reform 45,Early Childhood,Rajasthan,2020,0.295,Increase teacher quality score by 15% within 1 years and reduce disparities between rural and urban areas.,p1143 district vocational education reform 45 early childhood rajasthan increase teacher quality score by 15% within 1 years and reduce disparities between rural and urban areas.
P1399,District Early Childhood Education Reform 31,Secondary,Uttar Pradesh,2017,0.243,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1399 district early childhood education reform 31 secondary uttar pradesh introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1343,State Primary Education Reform 5,Early Childhood,Kerala,2021,0.591,"Train 241 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1343 state primary education reform 5 early childhood kerala train 241 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1222,State Early Childhood Education Reform 90,Vocational,Uttar Pradesh,2024,0.872,"Train 4401 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1222 state early childhood education reform 90 vocational uttar pradesh train 4401 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1096,National Primary Education Reform 55,Higher Education,Maharashtra,2023,0.26,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1096 national primary education reform 55 higher education maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1052,National Primary Education Reform 61,Vocational,Kerala,2023,0.139,Increase vocational skills score by 35% within 4 years and reduce disparities between rural and urban areas.,p1052 national primary education reform 61 vocational kerala increase vocational skills score by 35% within 4 years and reduce disparities between rural and urban areas.
P1241,District Primary Education Reform 72,Vocational,Rajasthan,2025,0.789,"Train 2461 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1241 district primary education reform 72 vocational rajasthan train 2461 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1485,District Higher Education Education Reform 5,Early Childhood,Gujarat,2015,0.346,Increase infrastructure score by 37% within 1 years and reduce disparities between rural and urban areas.,p1485 district higher education education reform 5 early childhood gujarat increase infrastructure score by 37% within 1 years and reduce disparities between rural and urban areas.
P1379,State Secondary Education Reform 90,Early Childhood,Maharashtra,2021,0.344,Increase vocational skills score by 31% within 5 years and reduce disparities between rural and urban areas.,p1379 state secondary education reform 90 early childhood maharashtra increase vocational skills score by 31% within 5 years and reduce disparities between rural and urban areas.
P1179,District Primary Education Reform 26,Higher Education,Tamil Nadu,2019,0.282,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1179 district primary education reform 26 higher education tamil nadu introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1042,State Primary Education Reform 93,Secondary,West Bengal,2025,0.401,Increase vocational skills score by 25% within 4 years and reduce disparities between rural and urban areas.,p1042 state primary education reform 93 secondary west bengal increase vocational skills score by 25% within 4 years and reduce disparities between rural and urban areas.
P1499,District Vocational Education Reform 55,Early Childhood,Punjab,2023,0.217,"Train 750 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1499 district vocational education reform 55 early childhood punjab train 750 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1422,State Vocational Education Reform 62,Primary,Rajasthan,2021,0.35,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1422 state vocational education reform 62 primary rajasthan introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1207,National Early Childhood Education Reform 55,Vocational,Rajasthan,2015,0.507,Increase learning outcomes score by 5% within 2 years and reduce disparities between rural and urban areas.,p1207 national early childhood education reform 55 vocational rajasthan increase learning outcomes score by 5% within 2 years and reduce disparities between rural and urban areas.
P1283,State Primary Education Reform 94,Vocational,Uttar Pradesh,2018,0.942,"Train 378 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","p1283 state primary education reform 94 vocational uttar pradesh train 378 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes."
P1255,National Vocational Education Reform 87,Primary,Maharashtra,2021,0.893,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1255 national vocational education reform 87 primary maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1413,District Higher Education Education Reform 7,Higher Education,Uttar Pradesh,2025,0.811,"Train 4314 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1413 district higher education education reform 7 higher education uttar pradesh train 4314 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1005,District Higher Education Education Reform 96,Early Childhood,West Bengal,2024,0.553,"Train 1360 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","p1005 district higher education education reform 96 early childhood west bengal train 1360 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes."
P1257,State Vocational Education Reform 60,Secondary,Delhi,2020,0.39,Increase vocational skills score by 20% within 5 years and reduce disparities between rural and urban areas.,p1257 state vocational education reform 60 secondary delhi increase vocational skills score by 20% within 5 years and reduce disparities between rural and urban areas.
P1449,District Vocational Education Reform 46,Early Childhood,West Bengal,2015,0.649,Increase teacher quality score by 34% within 2 years and reduce disparities between rural and urban areas.,p1449 district vocational education reform 46 early childhood west bengal increase teacher quality score by 34% within 2 years and reduce disparities between rural and urban areas.
P1101,State Secondary Education Reform 33,Secondary,Kerala,2025,0.146,"Train 646 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1101 state secondary education reform 33 secondary kerala train 646 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1227,State Vocational Education Reform 98,Vocational,Kerala,2024,0.42,Increase digital access score by 6% within 5 years and reduce disparities between rural and urban areas.,p1227 state vocational education reform 98 vocational kerala increase digital access score by 6% within 5 years and reduce disparities between rural and urban areas.
P1430,National Secondary Education Reform 10,Vocational,Uttar Pradesh,2022,0.747,Increase learning outcomes score by 12% within 1 years and reduce disparities between rural and urban areas.,p1430 national secondary education reform 10 vocational uttar pradesh increase learning outcomes score by 12% within 1 years and reduce disparities between rural and urban areas.
P1214,State Vocational Education Reform 70,Higher Education,Rajasthan,2022,0.487,"Train 2894 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","p1214 state vocational education reform 70 higher education rajasthan train 2894 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes."
P1172,District Higher Education Education Reform 2,Early Childhood,Punjab,2024,0.529,Increase vocational skills score by 5% within 2 years and reduce disparities between rural and urban areas.,p1172 district higher education education reform 2 early childhood punjab increase vocational skills score by 5% within 2 years and reduce disparities between rural and urban areas.
P1099,National Early Childhood Education Reform 41,Early Childhood,Punjab,2025,0.977,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1099 national early childhood education reform 41 early childhood punjab introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1293,District Early Childhood Education Reform 8,Higher Education,West Bengal,2017,0.353,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1293 district early childhood education reform 8 higher education west bengal introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1216,State Secondary Education Reform 21,Vocational,West Bengal,2018,0.78,Increase early childhood development score by 31% within 2 years and reduce disparities between rural and urban areas.,p1216 state secondary education reform 21 vocational west bengal increase early childhood development score by 31% within 2 years and reduce disparities between rural and urban areas.
P1062,State Early Childhood Education Reform 8,Higher Education,Rajasthan,2016,0.84,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1062 state early childhood education reform 8 higher education rajasthan introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1048,State Higher Education Education Reform 75,Vocational,Kerala,2016,0.392,Increase early childhood development score by 31% within 1 years and reduce disparities between rural and urban areas.,p1048 state higher education education reform 75 vocational kerala increase early childhood development score by 31% within 1 years and reduce disparities between rural and urban areas.
P1033,National Vocational Education Reform 63,Primary,Punjab,2025,0.945,"Train 4933 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1033 national vocational education reform 63 primary punjab train 4933 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1268,State Higher Education Education Reform 13,Higher Education,Punjab,2021,0.379,"Train 147 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","p1268 state higher education education reform 13 higher education punjab train 147 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes."
P1328,District Vocational Education Reform 12,Vocational,Delhi,2017,0.245,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1328 district vocational education reform 12 vocational delhi introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1201,National Higher Education Education Reform 29,Higher Education,Maharashtra,2024,0.355,Increase early childhood development score by 17% within 5 years and reduce disparities between rural and urban areas.,p1201 national higher education education reform 29 higher education maharashtra increase early childhood development score by 17% within 5 years and reduce disparities between rural and urban areas.
P1447,State Vocational Education Reform 5,Early Childhood,Tamil Nadu,2022,0.789,"Train 1798 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1447 state vocational education reform 5 early childhood tamil nadu train 1798 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1028,National Early Childhood Education Reform 83,Higher Education,Karnataka,2021,0.666,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1028 national early childhood education reform 83 higher education karnataka introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1425,District Higher Education Education Reform 98,Early Childhood,Kerala,2020,0.566,Increase early childhood development score by 7% within 5 years and reduce disparities between rural and urban areas.,p1425 district higher education education reform 98 early childhood kerala increase early childhood development score by 7% within 5 years and reduce disparities between rural and urban areas.
P1231,District Primary Education Reform 71,Vocational,Delhi,2016,0.598,"Train 4647 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1231 district primary education reform 71 vocational delhi train 4647 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1261,District Vocational Education Reform 52,Vocational,West Bengal,2023,0.442,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1261 district vocational education reform 52 vocational west bengal introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1289,District Early Childhood Education Reform 71,Vocational,Gujarat,2019,0.302,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1289 district early childhood education reform 71 vocational gujarat introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1163,District Primary Education Reform 61,Secondary,Rajasthan,2016,0.222,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1163 district primary education reform 61 secondary rajasthan introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1426,District Early Childhood Education Reform 66,Primary,Tamil Nadu,2022,0.284,Increase learning outcomes score by 37% within 4 years and reduce disparities between rural and urban areas.,p1426 district early childhood education reform 66 primary tamil nadu increase learning outcomes score by 37% within 4 years and reduce disparities between rural and urban areas.
P1139,National Primary Education Reform 22,Vocational,Gujarat,2020,0.502,Increase digital access score by 7% within 2 years and reduce disparities between rural and urban areas.,p1139 national primary education reform 22 vocational gujarat increase digital access score by 7% within 2 years and reduce disparities between rural and urban areas.
P1063,National Primary Education Reform 58,Primary,Kerala,2016,0.982,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1063 national primary education reform 58 primary kerala introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1136,National Higher Education Education Reform 73,Higher Education,Punjab,2018,0.752,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1136 national higher education education reform 73 higher education punjab introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1129,National Primary Education Reform 18,Primary,Punjab,2021,0.347,"Train 269 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1129 national primary education reform 18 primary punjab train 269 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1477,State Higher Education Education Reform 9,Higher Education,Karnataka,2022,0.147,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1477 state higher education education reform 9 higher education karnataka introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1009,National Primary Education Reform 43,Primary,Rajasthan,2018,0.613,"Train 822 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1009 national primary education reform 43 primary rajasthan train 822 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1327,State Early Childhood Education Reform 14,Higher Education,Tamil Nadu,2015,0.629,Increase learning outcomes score by 18% within 1 years and reduce disparities between rural and urban areas.,p1327 state early childhood education reform 14 higher education tamil nadu increase learning outcomes score by 18% within 1 years and reduce disparities between rural and urban areas.
P1464,District Primary Education Reform 44,Primary,Maharashtra,2022,0.456,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1464 district primary education reform 44 primary maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1065,National Early Childhood Education Reform 12,Vocational,Rajasthan,2020,0.404,"Train 1319 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1065 national early childhood education reform 12 vocational rajasthan train 1319 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1301,District Higher Education Education Reform 46,Secondary,Rajasthan,2024,0.571,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1301 district higher education education reform 46 secondary rajasthan introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1015,State Higher Education Education Reform 7,Primary,West Bengal,2019,0.244,Increase digital access score by 12% within 1 years and reduce disparities between rural and urban areas.,p1015 state higher education education reform 7 primary west bengal increase digital access score by 12% within 1 years and reduce disparities between rural and urban areas.
P1157,National Early Childhood Education Reform 21,Primary,Delhi,2023,0.845,"Train 3002 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes.","p1157 national early childhood education reform 21 primary delhi train 3002 teachers, deploy learning kits to schools, and set up monitoring systems to measure outcomes."
P1041,State Vocational Education Reform 42,Secondary,Uttar Pradesh,2024,0.728,"Train 4107 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1041 state vocational education reform 42 secondary uttar pradesh train 4107 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1380,State Vocational Education Reform 58,Secondary,Delhi,2018,0.439,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1380 state vocational education reform 58 secondary delhi introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1469,District Primary Education Reform 19,Vocational,Maharashtra,2016,0.524,"Train 1019 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1469 district primary education reform 19 vocational maharashtra train 1019 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1404,District Higher Education Education Reform 59,Secondary,Punjab,2017,0.294,Increase vocational skills score by 14% within 4 years and reduce disparities between rural and urban areas.,p1404 district higher education education reform 59 secondary punjab increase vocational skills score by 14% within 4 years and reduce disparities between rural and urban areas.
P1217,District Vocational Education Reform 80,Vocational,Delhi,2024,0.963,Increase learning outcomes score by 33% within 1 years and reduce disparities between rural and urban areas.,p1217 district vocational education reform 80 vocational delhi increase learning outcomes score by 33% within 1 years and reduce disparities between rural and urban areas.
P1280,District Vocational Education Reform 6,Primary,Karnataka,2023,0.163,Increase infrastructure score by 25% within 2 years and reduce disparities between rural and urban areas.,p1280 district vocational education reform 6 primary karnataka increase infrastructure score by 25% within 2 years and reduce disparities between rural and urban areas.
P1435,State Vocational Education Reform 89,Vocational,Punjab,2025,0.542,Increase early childhood development score by 31% within 5 years and reduce disparities between rural and urban areas.,p1435 state vocational education reform 89 vocational punjab increase early childhood development score by 31% within 5 years and reduce disparities between rural and urban areas.
P1431,National Early Childhood Education Reform 2,Primary,Maharashtra,2023,0.776,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1431 national early childhood education reform 2 primary maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1338,National Higher Education Education Reform 34,Higher Education,Tamil Nadu,2017,0.65,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1338 national higher education education reform 34 higher education tamil nadu introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1237,National Secondary Education Reform 84,Secondary,Punjab,2023,0.91,"Train 2650 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1237 national secondary education reform 84 secondary punjab train 2650 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1208,District Higher Education Education Reform 24,Early Childhood,Delhi,2018,0.477,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1208 district higher education education reform 24 early childhood delhi introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1213,National Vocational Education Reform 68,Primary,Maharashtra,2019,0.375,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1213 national vocational education reform 68 primary maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1296,National Higher Education Education Reform 64,Primary,Punjab,2020,0.967,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1296 national higher education education reform 64 primary punjab introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1458,National Higher Education Education Reform 45,Vocational,Punjab,2024,0.925,Increase infrastructure score by 18% within 3 years and reduce disparities between rural and urban areas.,p1458 national higher education education reform 45 vocational punjab increase infrastructure score by 18% within 3 years and reduce disparities between rural and urban areas.
P1252,National Vocational Education Reform 65,Primary,Gujarat,2023,0.376,"Train 1730 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes.","p1252 national vocational education reform 65 primary gujarat train 1730 teachers, deploy tablets to schools, and set up monitoring systems to measure outcomes."
P1489,District Secondary Education Reform 12,Early Childhood,Karnataka,2025,0.895,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1489 district secondary education reform 12 early childhood karnataka introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1487,National Primary Education Reform 94,Secondary,Uttar Pradesh,2016,0.388,"Train 1475 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","p1487 national primary education reform 94 secondary uttar pradesh train 1475 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes."
P1304,National Vocational Education Reform 52,Early Childhood,Maharashtra,2017,0.851,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1304 national vocational education reform 52 early childhood maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1351,National Vocational Education Reform 4,Early Childhood,Kerala,2021,0.25,"Train 1313 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1351 national vocational education reform 4 early childhood kerala train 1313 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1270,State Vocational Education Reform 85,Primary,Gujarat,2019,0.347,"Train 542 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1270 state vocational education reform 85 primary gujarat train 542 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1202,District Secondary Education Reform 79,Secondary,Karnataka,2020,0.794,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1202 district secondary education reform 79 secondary karnataka introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1162,National Higher Education Education Reform 13,Vocational,Tamil Nadu,2019,0.416,Increase vocational skills score by 23% within 4 years and reduce disparities between rural and urban areas.,p1162 national higher education education reform 13 vocational tamil nadu increase vocational skills score by 23% within 4 years and reduce disparities between rural and urban areas.
P1044,District Secondary Education Reform 64,Early Childhood,Tamil Nadu,2018,0.9,"Train 655 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes.","p1044 district secondary education reform 64 early childhood tamil nadu train 655 teachers, deploy online modules to schools, and set up monitoring systems to measure outcomes."
P1218,National Higher Education Education Reform 54,Higher Education,Gujarat,2020,0.15,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1218 national higher education education reform 54 higher education gujarat introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1402,State Secondary Education Reform 96,Primary,Punjab,2020,0.526,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1402 state secondary education reform 96 primary punjab introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1191,District Vocational Education Reform 84,Secondary,Kerala,2021,0.181,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1191 district vocational education reform 84 secondary kerala introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1310,District Vocational Education Reform 42,Early Childhood,Maharashtra,2022,0.248,Increase teacher quality score by 39% within 2 years and reduce disparities between rural and urban areas.,p1310 district vocational education reform 42 early childhood maharashtra increase teacher quality score by 39% within 2 years and reduce disparities between rural and urban areas.
P1260,District Higher Education Education Reform 56,Higher Education,Maharashtra,2024,0.429,"Introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance.","p1260 district higher education education reform 56 higher education maharashtra introduce technology-enabled platforms for learning continuity, improve assessment methods, and strengthen governance."
P1106,National Secondary Education Reform 25,Early Childhood,Rajasthan,2019,0.432,"Train 1900 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes.","p1106 national secondary education reform 25 early childhood rajasthan train 1900 teachers, deploy mobile labs to schools, and set up monitoring systems to measure outcomes."
P1054,State Vocational Education Reform 54,Primary,Kerala,2021,0.16,Increase learning outcomes score by 40% within 1 years and reduce disparities between rural and urban areas.,p1054 state vocational education reform 54 primary kerala increase learning outcomes score by 40% within 1 years and reduce disparities between rural and urban areas.
